clause_id,document_id,parent_clause_id,chapter,section,clause_number,clause_title,start_page,end_page,raw_text,normalized_text,summary,content_type,source_element_ids,review_status,review_memo
LAW1-1_3_8,LAW1,,제1장 총 칙,제3절 용어의 정의,1-3-8,,4,4,"1-3-8. “분양주택”이란 관련 법령에 따라 공급하는 주택으로서, 복합 또는 단독으로 공급하는 경우와 상관없이 전체 주택호수의 최대 30%까지 분양주택으로 공 급할 수 있다. (주택연면적 기준: 분양주택 비율 + 10%P) ※ 서울형 공유주택과 복합하는 경우, 전체주택호수는 서울형 공유주택 실수를 제외한 호 수를 기준으로 산정한다.","1-3-8. “분양주택”이란 관련 법령에 따라 공급하는 주택으로서, 복합 또는 단독으로 공급하는 경우와 상관없이 전체 주택호수의 최대 30%까지 분양주택으로 공 급할 수 있다. (주택연면적 기준: 분양주택 비율 + 10%P) ※ 서울형 공유주택과 복합하는 경우, 전체주택호수는 서울형 공유주택 실수를 제외한 호 수를 기준으로 산정한다.",,정의,LAW1-P004-LIST-0059,자동 추출,
LAW1-1_3_9,LAW1,,제1장 총 칙,제3절 용어의 정의,1-3-9,,4,4,1-3-9. “기본용적률”이란 안심주택 조례 제2조제8호의 용적률을 말한다.,1-3-9. “기본용적률”이란 안심주택 조례 제2조제8호의 용적률을 말한다.,,정의,LAW1-P004-LIST-0059,자동 추출,
LAW1-1_3_10,LAW1,,제1장 총 칙,제3절 용어의 정의,1-3-10,,4,4,1-3-10. “상한용적률”이란 안심주택 조례 제2조제9호의 용적률을 말한다.,1-3-10. “상한용적률”이란 안심주택 조례 제2조제9호의 용적률을 말한다.,,정의,LAW1-P004-LIST-0059,자동 추출,
LAW1-1_3_11,LAW1,,제1장 총 칙,제3절 용어의 정의,1-3-11,,4,4,"1-3-11. “공공시설등”이란 「국토계획법」 제2조 제13호의 공공시설, 또는 「서울 특별시 도시계획 조례」(이하 “도시계획 조례”라 한다) 제20조 제2항의 기 반시설을 말한다.","1-3-11. “공공시설등”이란 「국토계획법」 제2조 제13호의 공공시설, 또는 「서울 특별시 도시계획 조례」(이하 “도시계획 조례”라 한다) 제20조 제2항의 기 반시설을 말한다.",,정의,LAW1-P004-LIST-0059,자동 추출,
LAW1-1_3_12,LAW1,,제1장 총 칙,제3절 용어의 정의,1-3-12,,4,4,"1-3-12. “관련 위원회”란 안심주택 조례 제20조에 따른 “공공지원민간임대주택 통
합심의위원회”를 말한다.",1-3-12. “관련 위원회”란 안심주택 조례 제20조에 따른 “공공지원민간임대주택 통 합심의위원회”를 말한다.,,본문,"LAW1-P004-LIST-0059,LAW1-E1674",자동 추출,
LAW1-1_3_13,LAW1,,제1장 총 칙,제3절 용어의 정의,1-3-13,,4,4,"1-3-13. “공공지원민간임대주택 운영자문위원회”란 공공지원민간임대주택 사업의 원활한 추진을 위하여 임대료 산정, 주민공동시설 및 서울형 공유주택의 공 유공간 운영방안 등에 대하여 자문하기 위한 위원회를 말한다.","1-3-13. “공공지원민간임대주택 운영자문위원회”란 공공지원민간임대주택 사업의 원활한 추진을 위하여 임대료 산정, 주민공동시설 및 서울형 공유주택의 공 유공간 운영방안 등에 대하여 자문하기 위한 위원회를 말한다.",,본문,LAW1-P004-LIST-0061,자동 추출,
LAW1-1_3_14,LAW1,,제1장 총 칙,제3절 용어의 정의,1-3-14,,4,4,"1-3-14. “공공기여율”이란 안심주택 조례 제2조 제10호의 ‘공공임대주택 등의 제공
비율’을 말한다.",1-3-14. “공공기여율”이란 안심주택 조례 제2조 제10호의 ‘공공임대주택 등의 제공 비율’을 말한다.,,정의,"LAW1-P004-LIST-0061,LAW1-E1677",자동 추출,
LAW1-1_3_15,LAW1,,제1장 총 칙,제3절 용어의 정의,1-3-15,,4,4,"1-3-15. “촉진지구”란 안심주택 조례 제2조 제11호의 ‘공공지원민간임대주택 촉진
지구’를 말한다.",1-3-15. “촉진지구”란 안심주택 조례 제2조 제11호의 ‘공공지원민간임대주택 촉진 지구’를 말한다.,,본문,"LAW1-E1678,LAW1-E1679",자동 추출,
LAW1-1_3_16,LAW1,,제1장 총 칙,제3절 용어의 정의,1-3-16,,4,4,"1-3-16. “커뮤니티 지원시설”이란 「주택건설기준 등에 관한 규정」 및 「서울특별 시 주택 조례」에 따른 주민공동시설과 별도로 지역사회 주민들이 공동으로 사용하거나 거주의 일상생활을 지원하는 시설을 말한다. (예시. 공용식당, 어 르신 관련 프로그램 지원시설, 데이케어센터, 공동육아 나눔터, 키즈카페 등) 다만, 서울형 공유주택은 제외한다.","1-3-16. “커뮤니티 지원시설”이란 「주택건설기준 등에 관한 규정」 및 「서울특별 시 주택 조례」에 따른 주민공동시설과 별도로 지역사회 주민들이 공동으로 사용하거나 거주의 일상생활을 지원하는 시설을 말한다. (예시. 공용식당, 어 르신 관련 프로그램 지원시설, 데이케어센터, 공동육아 나눔터, 키즈카페 등) 다만, 서울형 공유주택은 제외한다.",,정의,LAW1-E1680,자동 추출,
LAW1-1_3_17,LAW1,,제1장 총 칙,제3절 용어의 정의,1-3-17,,5,5,"1-3-17. “상생형 임차시설”이란 사업시행자가 비주거시설 일부를 임차가능시설로 계획하여 관리·운영비용을 제외한 임차수익을 임차인 관리비 인하를 위해 제 공할 목적으로 설치하는 시설을 말한다. 다만, 서울형 공유주택은 제외한다.","1-3-17. “상생형 임차시설”이란 사업시행자가 비주거시설 일부를 임차가능시설로 계획하여 관리·운영비용을 제외한 임차수익을 임차인 관리비 인하를 위해 제 공할 목적으로 설치하는 시설을 말한다. 다만, 서울형 공유주택은 제외한다.",,정의,LAW1-P005-LIST-0066,자동 추출,
LAW1-1_3_18,LAW1,,제1장 총 칙,제3절 용어의 정의,1-3-18,,5,5,"1-3-18. 서울형 공유주택은 “개인공간”, “공유공간”, “상생형 특화공간” 등이 있으며 다음과 같다.
가. “개인공간”이란 서울형 공유주택 내부에서 침실 등 개인이 거주하는 공간으로 지상층에 있는 것을 말한다.
나. “공유공간”이란 내부에서 개인공간과 이동을 위한 복도, 계단, 승강기 및 주 차장을 제외한 다수의 거주자가 공동으로 사용하는 거실․주방 등을 말한다.
다. “상생형 특화공간”이란 서울형 공유주택에서 사업시행자등이 비주거시설 일부 에 특화공간을 설치하여 입주자에게 사용료를 할인하고 일반인을 대상으로 수 익사업을 할 수 있는 유료 공유공간을 말한다.","1-3-18. 서울형 공유주택은 “개인공간”, “공유공간”, “상생형 특화공간” 등이 있으며 다음과 같다. 가. “개인공간”이란 서울형 공유주택 내부에서 침실 등 개인이 거주하는 공간으로 지상층에 있는 것을 말한다. 나. “공유공간”이란 내부에서 개인공간과 이동을 위한 복도, 계단, 승강기 및 주 차장을 제외한 다수의 거주자가 공동으로 사용하는 거실․주방 등을 말한다. 다. “상생형 특화공간”이란 서울형 공유주택에서 사업시행자등이 비주거시설 일부 에 특화공간을 설치하여 입주자에게 사용료를 할인하고 일반인을 대상으로 수 익사업을 할 수 있는 유료 공유공간을 말한다.",,정의,"LAW1-P005-LIST-0066,LAW1-P005-LIST-0067",자동 추출,
LAW1-2_1_1,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제1절 사업대상지,2-1-1,,5,5,2-1-1. 안심주택의 사업대상지는 1-3-1 가목의 “역세권” 또는 나목의 “간선도로변” 또는 1-3-2의 “의료시설 중심지역” 중 하나로 한다. 이 경우 의료시설 중심 지역은 분양주택을 제외한 임대주택 100%를 어르신에게 공급하는 안심주택 에만 적용한다.,2-1-1. 안심주택의 사업대상지는 1-3-1 가목의 “역세권” 또는 나목의 “간선도로변” 또는 1-3-2의 “의료시설 중심지역” 중 하나로 한다. 이 경우 의료시설 중심 지역은 분양주택을 제외한 임대주택 100%를 어르신에게 공급하는 안심주택 에만 적용한다.,,본문,LAW1-P005-LIST-0070,자동 추출,
LAW1-2_1_2,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제1절 사업대상지,2-1-2,,5,6,"2-1-2. 사업대상지의 최소 면적 기준은 1,000㎡로 한다. 다만, 분양주택을 제외한 임대주택을 어르신에게 100% 공급하는 경우, 자연녹지지역(개발제한구역 제외), 제1종일반주거지역은 2-1-1의 사업대상지 조건과 상관없이 최소 면
적 기준을 5,000㎡로 한다.","2-1-2. 사업대상지의 최소 면적 기준은 1,000㎡로 한다. 다만, 분양주택을 제외한 임대주택을 어르신에게 100% 공급하는 경우, 자연녹지지역(개발제한구역 제외), 제1종일반주거지역은 2-1-1의 사업대상지 조건과 상관없이 최소 면 적 기준을 5,000㎡로 한다.",,기준,"LAW1-P005-LIST-0070,LAW1-E1691",자동 추출,
LAW1-2_1_3,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제1절 사업대상지,2-1-3,,6,6,"2-1-3. 안심주택(안심주택 조례 제5조 제1항을 따른다)에서 ‘시장이 정하는 지역’이 란 제1종일반주거지역, 제2종일반주거지역, 제3종일반주거지역, 준주거지역 을 말한다. 다만, 자연녹지지역, 제1종일반주거지역은 제2종일반주거지역으 로 용도지역 변경이 있는 경우(분양주택을 제외한 임대주택을 어르신에게 100% 공급하는 경우만 적용)에만 사업대상지에 해당되며, 제2종일반주거지 역 및 제3종일반주거지역은 준주거지역 이상으로 용도지역 변경이 있는 경우 에만 사업대상지로 한다.","2-1-3. 안심주택(안심주택 조례 제5조 제1항을 따른다)에서 ‘시장이 정하는 지역’이 란 제1종일반주거지역, 제2종일반주거지역, 제3종일반주거지역, 준주거지역 을 말한다. 다만, 자연녹지지역, 제1종일반주거지역은 제2종일반주거지역으 로 용도지역 변경이 있는 경우(분양주택을 제외한 임대주택을 어르신에게 100% 공급하는 경우만 적용)에만 사업대상지에 해당되며, 제2종일반주거지 역 및 제3종일반주거지역은 준주거지역 이상으로 용도지역 변경이 있는 경우 에만 사업대상지로 한다.",,기준,LAW1-P006-LIST-0072,자동 추출,
LAW1-2_1_4,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제1절 사업대상지,2-1-4,,6,6,2-1-4. 사업대상지가 「도시계획 조례」에 따른 서울도심 기본계획의 범역 내에 위 치할 경우에는 “서울도심 기본계획”의 범위 내에서 용도지역의 변경 없이 율 곡로·사직로 북측과 퇴계로 남측지역을 제외한 일반상업지역에서 안심주택 사업을 추진할 수 있다.,2-1-4. 사업대상지가 「도시계획 조례」에 따른 서울도심 기본계획의 범역 내에 위 치할 경우에는 “서울도심 기본계획”의 범위 내에서 용도지역의 변경 없이 율 곡로·사직로 북측과 퇴계로 남측지역을 제외한 일반상업지역에서 안심주택 사업을 추진할 수 있다.,,본문,LAW1-P006-LIST-0072,자동 추출,
LAW1-2_1_5,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제1절 사업대상지,2-1-5,,6,6,2-1-5. 시장은 특정 역세권 또는 자치구에 안심주택이 과도하게 밀집하는 경우 지 역 균형발전과 안심주택의 균형공급을 위해 추가적인 사업을 제한할 수 있다.,2-1-5. 시장은 특정 역세권 또는 자치구에 안심주택이 과도하게 밀집하는 경우 지 역 균형발전과 안심주택의 균형공급을 위해 추가적인 사업을 제한할 수 있다.,,본문,LAW1-P006-LIST-0072,자동 추출,
LAW1-2_1_6,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제1절 사업대상지,2-1-6,,6,6,2-1-6. 「교육환경 보호에 관한 법률」 제2조제2호에 따른 학교의 출입문으로부터 50m 이내의 지역의 경우 사업대상지에서 제외한다.,2-1-6. 「교육환경 보호에 관한 법률」 제2조제2호에 따른 학교의 출입문으로부터 50m 이내의 지역의 경우 사업대상지에서 제외한다.,,본문,LAW1-P006-LIST-0072,자동 추출,
LAW1-2_2_1,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제2절 사업의 유형,2-2-1,,6,6,2-2-1. 안심주택은 「건축법」에 따른 건축과 「주택법」에 따른 주택건설사업으로 공급한다.,2-2-1. 안심주택은 「건축법」에 따른 건축과 「주택법」에 따른 주택건설사업으로 공급한다.,,본문,LAW1-P006-LIST-0074,자동 추출,
LAW1-2_2_2,LAW1,,"제2장 안심주택 (청년, 어르신, 신혼부부 대상)",제2절 사업의 유형,2-2-2,,6,7,"2-2-2. 안심주택은 분양 또는 SH선매입 중 하나의 방식을 선택하거나, 두 방식을 중복하여 사업을 추진할 수 있다.
< 안심주택의 사업방식 >
분양 방식 | SH선매입 방식
분양 [ 공공지원민간임대주택50%+공공임대주택 ( 공공기여 )] | 공공임대(SH선매입) (주택연면적의 30% 이하)
제외한주택 공공임대(공공기여) | 공공임대(공공기여)
공공지원민간임대(일반공급) | 공공지원민간임대(일반공급)
공공지원민간임대(특별공급) | 공공지원민간임대(특별공급)
가. SH공사의 선매입은 촉진지구내 공공지원민간임대주택 공급 기준(전체 주택 호수의 50% 이상)을 충족하는 범위내에서 전체 주택 연면적의 최대 30% 이내로 하되, 사업규모, 공공기여, 주변임대시장 여건 등을 고려하여 관련위원 회에서 비율을 조정할 수 있다. 다만, 기 승인된 건설·공급 호수 등 촉진계획 의 변경 없이 SH선매입 비율만 변경하는 경우는 관련위원회 심의를 생략할 수 있다.
나. 분양은 사업규모, 공공기여, 주변임대시장 여건 등을 고려하여 관련위원회에서 비율을 조정할 수 있다. 다만 기 승인된 건설·공급 호수 등 촉진계획의 변경 없이 분양 비율만 변경하는 경우는 관련위원회 심의를 생략할 수 있다.
다. 공공지원민간임대주택의 특별공급 및 일반공급의 비율은 관련법규에서 정한
비율의 범위에서 다음 기준에 따른다.
1) 공급비율
가) 특별공급 : 공공지원민간임대주택
총 공급 호수의 20% 이상
나) 일반공급 : 공공지원민간임대주택 총 공급 호수의 80% 미만
2) 임대료
가) 특별공급 : (20%~30%) 입주자 모집공고 전 조사 주변시세의 70% 이하 (30% 이상) 입주자 모집공고 전 조사 주변시세의 75% 이하
나) 일반공급 : 입주자
모집공고 전 조사 주변시세의 85% 이하","2-2-2. 안심주택은 분양 또는 SH선매입 중 하나의 방식을 선택하거나, 두 방식을 중복하여 사업을 추진할 수 있다. < 안심주택의 사업방식 > 분양 방식 | SH선매입 방식 분양 [ 공공지원민간임대주택50%+공공임대주택 ( 공공기여 )] | 공공임대(SH선매입) (주택연면적의 30% 이하) 제외한주택 공공임대(공공기여) | 공공임대(공공기여) 공공지원민간임대(일반공급) | 공공지원민간임대(일반공급) 공공지원민간임대(특별공급) | 공공지원민간임대(특별공급) 가. SH공사의 선매입은 촉진지구내 공공지원민간임대주택 공급 기준(전체 주택 호수의 50% 이상)을 충족하는 범위내에서 전체 주택 연면적의 최대 30% 이내로 하되, 사업규모, 공공기여, 주변임대시장 여건 등을 고려하여 관련위원 회에서 비율을 조정할 수 있다. 다만, 기 승인된 건설·공급 호수 등 촉진계획 의 변경 없이 SH선매입 비율만 변경하는 경우는 관련위원회 심의를 생략할 수 있다. 나. 분양은 사업규모, 공공기여, 주변임대시장 여건 등을 고려하여 관련위원회에서 비율을 조정할 수 있다. 다만 기 승인된 건설·공급 호수 등 촉진계획의 변경 없이 분양 비율만 변경하는 경우는 관련위원회 심의를 생략할 수 있다. 다. 공공지원민간임대주택의 특별공급 및 일반공급의 비율은 관련법규에서 정한 비율의 범위에서 다음 기준에 따른다. 1) 공급비율 가) 특별공급 : 공공지원민간임대주택 총 공급 호수의 20% 이상 나) 일반공급 : 공공지원민간임대주택 총 공급 호수의 80% 미만 2) 임대료 가) 특별공급 : (20%~30%) 입주자 모집공고 전 조사 주변시세의 70% 이하 (30% 이상) 입주자 모집공고 전 조사 주변시세의 75% 이하 나) 일반공급 : 입주자 모집공고 전 조사 주변시세의 85% 이하",,표/도식 포함,"LAW1-P006-LIST-0074,LAW1-E1699,LAW1-P007-LIST-0076,LAW1-E1703,LAW1-E1704,LAW1-E1705,LAW1-E1706,LAW1-E1707,LAW1-E1708,LAW1-P007-LIST-0083,LAW1-E1711",자동 추출,
